transaction_id,created_at,transaction_type,amount,initiator,counterparty,risk_flagged,amount_to_balance_ratio,sender_tx_count_last_5min,is_round_trip,amount_vs_user_avg_ratio
2f93d6c5-9c0c-4943-910e-a5da6bc768b1,2026-07-30T20:04:13.462207+00:00,send,779.08,fraud_demo_029,fraud_demo_010,False,0.0077908000000000005,0,0,1.0
c51e14bf-6ac8-4777-8098-23fb55069e68,2026-07-30T20:15:13.462207+00:00,send,1077.67,fraud_demo_030,fraud_demo_001,False,0.0107767,0,0,1.0
6ad76ec0-048d-48cc-bce3-293086d508f4,2026-07-30T20:54:13.462207+00:00,send,740.42,fraud_demo_031,fraud_demo_024,False,0.0074042,0,0,1.0
f6eed20b-a7fc-4d4b-9cb4-e3f53a958afc,2026-07-30T21:02:13.462207+00:00,send,419.64,fraud_demo_032,fraud_demo_006,False,0.0041963999999999994,0,0,1.0
396084a2-a037-4c8b-ad75-9757885907b1,2026-07-30T21:39:13.462207+00:00,send,1197.24,fraud_demo_033,fraud_demo_036,False,0.0119724,0,0,1.0
2f14152c-0e5a-4940-a1e2-70dee2d900a8,2026-07-30T22:01:13.462207+00:00,send,459.92,fraud_demo_034,fraud_demo_037,False,0.004574943193692721,0,0,1.0
e1d5cf18-4ec3-4018-b602-2684ae275df2,2026-07-30T22:24:13.462207+00:00,send,1675.89,fraud_demo_035,fraud_demo_014,False,0.016670358723710754,0,0,1.0
4cd5bf21-4574-46df-94a7-b9dfda9717cd,2026-07-30T22:39:13.462207+00:00,send,795.47,fraud_demo_036,fraud_demo_024,False,0.007780971144860247,0,0,1.0
4645021c-d185-4688-b1c1-71b47c67b9f2,2026-07-30T23:18:13.462207+00:00,send,606.41,fraud_demo_037,fraud_demo_016,False,0.006036337675761637,0,0,1.0
a8268aeb-562e-49a3-94a1-3c67cbb1acd6,2026-07-30T23:26:13.462207+00:00,send,647.71,fraud_demo_038,fraud_demo_036,False,0.006365356797947708,0,0,1.0
2fbf345e-44bd-41ea-a1d3-ec89232d4c84,2026-07-30T23:54:13.462207+00:00,send,425.48,fraud_demo_039,fraud_demo_004,False,0.0042548,0,0,1.0
cfc726e9-af37-40f1-89a3-0d59b6c6b657,2026-07-31T00:27:13.462207+00:00,send,1019.55,fraud_demo_040,fraud_demo_035,False,0.010148685130362153,0,0,1.0
d0a95418-370e-41d6-91f8-156c4811a87e,2026-07-31T00:49:13.462207+00:00,send,649.72,fraud_demo_001,fraud_demo_028,False,0.0064221888344140445,0,0,1.3427573521813712
36a6ec49-524a-4c99-b705-e7f3cd41bde8,2026-07-31T01:01:13.462207+00:00,send,784.24,fraud_demo_002,fraud_demo_024,False,0.007985361121624329,0,0,0.4380519357199113
486120e2-7847-438f-9b2e-5ef8efb4ad29,2026-07-31T01:30:13.462207+00:00,send,1234.49,fraud_demo_003,fraud_demo_008,False,0.01246715541947445,0,0,1.2588872346066775
286378f4-04dd-459c-90db-6e0e18643f82,2026-07-31T01:53:13.462207+00:00,send,934.32,fraud_demo_004,fraud_demo_014,False,0.009347957175406565,0,0,1.961332577618238
bf7f1616-760f-472e-bdb1-5a48cf974068,2026-07-31T02:14:13.462207+00:00,send,677.94,fraud_demo_005,fraud_demo_019,False,0.006831313198388514,0,0,0.3816069438346449
b7f33b61-7c1c-4936-8b4d-d9110f8ba585,2026-07-31T02:53:13.462207+00:00,send,301.67,fraud_demo_006,fraud_demo_030,False,0.00302943970278211,0,0,0.3590582858231073
df490daf-9044-4d45-8027-8f37d4e2cd09,2026-07-31T03:15:13.462207+00:00,send,1332.27,fraud_demo_007,fraud_demo_001,False,0.013350918501344441,0,0,1.1176949277672443
3fa622f0-a60f-488b-b42a-11335de1096a,2026-07-31T03:25:13.462207+00:00,send,571.96,fraud_demo_008,fraud_demo_032,False,0.005639391498653797,0,0,0.332469163072416
ff367138-c2f4-4417-a1af-32353ad17dd9,2026-07-31T04:02:13.462207+00:00,send,321.83,fraud_demo_009,fraud_demo_012,False,0.0032510537159777327,0,0,0.21579776712374693
1009e14a-d65b-48c3-bd77-ff6cd2e28127,2026-07-31T04:29:13.462207+00:00,send,163.69,fraud_demo_010,fraud_demo_020,False,0.0015934544640380038,0,0,0.31989446941567323
3662e9af-1dab-4bf5-bae7-dcf96cc5b827,2026-07-31T04:37:13.462207+00:00,send,565.03,fraud_demo_011,fraud_demo_033,False,0.005701636969106134,0,0,0.3218645506382833
f3685a9a-8a20-4111-b687-cad5aafc77cb,2026-07-31T05:10:13.462207+00:00,send,1137.82,fraud_demo_012,fraud_demo_039,False,0.011384420447332422,0,0,0.7254423156619592
14efb9e2-3dbb-495c-b1b1-6c1e8126fe05,2026-07-31T05:40:13.462207+00:00,send,398.91,fraud_demo_013,fraud_demo_004,False,0.0040110815289952,0,0,0.7279113900952521
101fce6a-bcbd-4d82-9944-72c126e3d4fd,2026-07-31T05:53:13.462207+00:00,send,383.94,fraud_demo_014,fraud_demo_011,False,0.0037142254039706246,0,0,0.37766695192846816
984b9759-474c-44bd-b006-7c992e93dd9c,2026-07-31T06:19:13.462207+00:00,send,1183.33,fraud_demo_015,fraud_demo_005,False,0.011283317266479968,0,0,1.3838498421237282
b8c93b8b-7b5e-47dc-a40a-2d7ff05d4e4a,2026-07-31T06:38:13.462207+00:00,send,497.43,fraud_demo_016,fraud_demo_027,False,0.004959675899642315,0,0,0.182867247267634
bd6ee588-217e-414c-9cf4-56fa2426e71d,2026-07-31T07:10:13.462207+00:00,send,1263.36,fraud_demo_017,fraud_demo_028,False,0.012737091415166511,0,0,1.5548663417515876
2297a2d5-eae2-405e-ba16-0e13e2b6cdd4,2026-07-31T07:31:13.462207+00:00,send,335.89,fraud_demo_018,fraud_demo_017,False,0.003376540737080879,0,0,0.6429131974351612
3a6e7e46-7079-4018-90ce-fd6cd90b8071,2026-07-31T07:57:13.462207+00:00,send,665.47,fraud_demo_019,fraud_demo_017,False,0.006654093812053722,0,0,0.9949763019003334
04473e54-ddfe-453f-8d54-5e62504c5d4b,2026-07-31T08:14:13.462207+00:00,send,446.31,fraud_demo_020,fraud_demo_031,False,0.004479230155713741,0,0,0.8520618556701032
7ddefc82-2e40-4c61-a8b4-7ae8bfa79127,2026-07-31T08:47:13.462207+00:00,send,621.21,fraud_demo_021,fraud_demo_001,False,0.00624066414385283,0,0,1.3572130825194995
67b1026b-1ce5-49a2-9cce-911949bd77ad,2026-07-31T09:05:13.462207+00:00,send,1583.83,fraud_demo_022,fraud_demo_005,False,0.015777718295062446,0,0,2.605283503034889
d0571336-0d33-47fd-af72-551af3efe441,2026-07-31T09:40:13.462207+00:00,send,2597.24,fraud_demo_023,fraud_demo_030,False,0.026092763307862837,0,0,5.630384356912137
cccc6844-23e7-41bd-93a0-08ff8879c455,2026-07-31T09:51:13.462207+00:00,send,1281.27,fraud_demo_024,fraud_demo_001,False,0.01258750945583511,0,0,2.41234725961629
fdbe926f-b37d-4ecc-8701-8730c2cca19a,2026-07-31T10:21:13.462207+00:00,send,1177.12,fraud_demo_025,fraud_demo_009,False,0.011860412839336202,0,0,0.9053306773521199
2a8e3bcf-2b83-4d46-8342-0164abcb5e48,2026-07-31T10:44:13.462207+00:00,send,592.59,fraud_demo_026,fraud_demo_040,False,0.00586595579770327,0,0,1.2623069549472787
8a151470-f522-428b-84a9-9cacacdf856d,2026-07-31T11:01:13.462207+00:00,send,800.87,fraud_demo_027,fraud_demo_034,False,0.007978307435654617,0,0,1.3947579240682688
ebb9e1f2-a0e1-4c00-be7e-56168a6b0edd,2026-07-31T11:25:13.462207+00:00,send,1886.47,fraud_demo_028,fraud_demo_006,False,0.018607384067939683,0,0,3.5579675977442897
635b7dc4-43f9-4e03-8d56-9be96e95c486,2026-07-31T11:56:13.462207+00:00,send,749.43,fraud_demo_029,fraud_demo_001,False,0.007553145042396301,0,0,0.9619422909072238
4f6274fa-e663-4555-a760-0cdbed1763c7,2026-07-31T12:25:13.462207+00:00,send,1491.74,fraud_demo_030,fraud_demo_011,False,0.014650577816573437,0,0,1.3842270825020646
ad10fdec-5a72-4ab3-aa80-d747dacc1252,2026-07-31T12:54:13.462207+00:00,send,1164.52,fraud_demo_031,fraud_demo_037,False,0.011679550726642127,0,0,1.5727830150455149
18d51208-bb7a-453c-b594-7700597e64d0,2026-07-31T13:09:13.462207+00:00,send,613.67,fraud_demo_032,fraud_demo_037,False,0.006127366794898011,0,0,1.4623725097702793
91856a7b-146d-4046-a73f-10c12f199265,2026-07-31T13:27:13.462207+00:00,send,623.59,fraud_demo_033,fraud_demo_024,False,0.006275574811515886,0,0,0.520856302829842
a97a2186-965d-40fa-99ea-515ddbadbbe0,2026-07-31T13:52:13.462207+00:00,send,711.33,fraud_demo_034,fraud_demo_023,False,0.007051866955827613,0,0,1.5466385458340581
ed67b224-e5c2-474b-8305-aacec90b6685,2026-07-31T14:15:13.462207+00:00,send,1339.30,fraud_demo_035,fraud_demo_016,False,0.013409790398558033,0,0,0.7991574626019606
fcbbe8b5-7453-4e4c-8790-1e115dc1dc2d,2026-07-31T14:50:13.462207+00:00,send,215.32,fraud_demo_036,fraud_demo_025,False,0.002109223119796859,0,0,0.27068274102103157
3f71ddf4-58d4-4891-af91-2135e6beea02,2026-07-31T15:07:13.462207+00:00,send,365.71,fraud_demo_037,fraud_demo_023,False,0.003598385149515358,0,0,0.6030738279381936
de9d39a1-75c5-4d73-af90-46265a41e1cd,2026-07-31T15:32:13.462207+00:00,send,271.90,fraud_demo_038,fraud_demo_015,False,0.0026892094752748005,0,0,0.41978663290670204
d81063e7-461f-4b98-959e-b9ae7cfe645d,2026-07-31T16:05:13.462207+00:00,send,1121.44,fraud_demo_039,fraud_demo_023,False,0.011135080368503004,0,0,2.6357055560778413
505aff62-77d5-430c-bc1d-e37114d986f3,2026-07-31T16:15:13.462207+00:00,send,1626.43,fraud_demo_040,fraud_demo_022,False,0.01625871838197947,0,0,1.595242999362464
c93b372d-52ac-4ee4-8e73-6b56c2b8e73a,2026-07-31T16:46:13.462207+00:00,send,715.19,fraud_demo_001,fraud_demo_040,False,0.0068437623382262966,0,0,1.2618142361876867
6817e2a4-7976-4baf-a3a0-cf6d0ec5a5b1,2026-07-31T17:12:13.462207+00:00,send,1102.25,fraud_demo_002,fraud_demo_029,False,0.01131377657197856,0,0,0.856272795422854
1385804d-60d7-4a48-8383-c5eddf082a53,2026-07-31T17:41:13.462207+00:00,send,791.82,fraud_demo_003,fraud_demo_038,False,0.00809757008470327,0,0,0.7149261210504219
849f372e-b384-47db-86a9-851dbf4e84be,2026-07-31T17:58:13.462207+00:00,send,782.31,fraud_demo_004,fraud_demo_014,False,0.007869237338515717,0,0,1.1091168151755522
1e17cc24-be42-422d-a972-87e0c167d576,2026-07-31T18:21:13.462207+00:00,send,1070.75,fraud_demo_005,fraud_demo_022,False,0.010567033480645131,0,0,0.8724862292624099
cb2f5c0c-c9c3-4b45-b4a8-16714b74dcf8,2026-07-31T18:48:13.462207+00:00,send,662.38,fraud_demo_006,fraud_demo_034,False,0.00654756862279538,0,0,1.1601975758424998
3c731ade-18bf-44e4-848b-8e804eccff8d,2026-07-31T19:12:13.462207+00:00,send,956.74,fraud_demo_007,fraud_demo_020,False,0.00971740071262022,0,0,0.7580390214915321
9e09adf0-4592-4c46-a630-b9c95f628fba,2026-07-31T19:41:13.462207+00:00,send,1049.34,fraud_demo_008,fraud_demo_013,False,0.010404923811354905,0,0,0.9155346158879726
522fd778-f2a6-4150-9efa-3cad1f01bf46,2026-07-31T20:06:13.462207+00:00,send,710.31,fraud_demo_009,fraud_demo_001,False,0.0071139266850219355,0,0,0.7834963985925281
b6512fe5-45c5-4c41-8cf2-64695ea7527b,2026-07-31T20:26:13.462207+00:00,send,1179.49,fraud_demo_010,fraud_demo_040,False,0.01150017243092306,0,0,3.4927671419476156
8249750d-f0af-4f6b-9610-b80e97895a5a,2026-07-31T20:41:13.462207+00:00,send,944.93,fraud_demo_011,fraud_demo_015,False,0.009410691696246976,0,0,0.8144122869012118
9f683c25-689d-466c-b02d-af911a2a36d0,2026-07-31T21:10:13.462207+00:00,send,489.36,fraud_demo_012,fraud_demo_006,False,0.004952658471205741,0,0,0.3616490594064894
5db9737c-f825-4c53-a0b0-26ac622d0cdf,2026-07-31T21:33:13.462207+00:00,send,3002.73,fraud_demo_013,fraud_demo_006,False,0.029996580501908,0,0,6.342031617965425
65cf46b5-d921-433f-b5d8-29cc735faee0,2026-07-31T21:49:13.462207+00:00,send,1260.47,fraud_demo_014,fraud_demo_016,False,0.012146941302327654,0,0,1.799964299739388
d84d2ace-3f08-43b9-a7eb-650326730087,2026-07-31T22:30:13.462207+00:00,send,1429.65,fraud_demo_015,fraud_demo_017,False,0.013627680687232031,0,0,1.4026971738053309
431f284f-422b-4c01-a987-9cfb05ca6ffb,2026-07-31T22:48:13.462207+00:00,send,1254.43,fraud_demo_016,fraud_demo_013,False,0.012250627946857922,0,0,0.77973023371457
14918522-92f8-4d08-bf7c-70a30b2566ec,2026-07-31T23:03:13.462207+00:00,send,309.66,fraud_demo_017,fraud_demo_016,False,0.0030856419597084877,0,0,0.29834094456326954
a880b846-808b-426e-aa8a-307a36cd4b39,2026-07-31T23:40:13.462207+00:00,send,231.77,fraud_demo_018,fraud_demo_029,False,0.0023377659805171713,0,0,0.5400424074376121
edcd4279-1d83-4fe2-80da-9c5d7b22d3e9,2026-07-31T23:51:13.462207+00:00,send,510.18,fraud_demo_019,fraud_demo_031,False,0.0051355074164788,0,0,0.7647155812036273
f9c9d7d7-0930-458b-a109-f7840d73f045,2026-08-01T00:28:13.462207+00:00,send,470.49,fraud_demo_020,fraud_demo_031,False,0.0046978382096033245,0,0,0.9699724773479297
e2ac9938-bbe2-47a0-9864-36d0d378cc02,2026-08-01T00:50:13.462207+00:00,send,5446.29,fraud_demo_021,fraud_demo_037,False,0.05505692012258662,0,0,10.095818040262484
315080cd-a04e-4224-b68e-18f58e8345d0,2026-08-01T01:14:13.462207+00:00,send,427.48,fraud_demo_022,fraud_demo_034,False,0.004211736822213631,0,0,0.3900792057524547
455e0fa8-4651-478e-bf2b-c0a5119eadf3,2026-08-01T01:32:13.462207+00:00,send,1390.80,fraud_demo_023,fraud_demo_011,False,0.014028653433857893,0,0,0.9094565036144815
af0f7256-fc82-4b9a-b63d-a1e96b47e0bf,2026-08-01T02:04:13.462207+00:00,send,1399.30,fraud_demo_024,fraud_demo_016,False,0.01383646530075945,0,0,1.5441403663650406
1bf885fb-736a-4527-8eef-4c86062555ec,2026-08-01T02:14:13.462207+00:00,send,1058.77,fraud_demo_025,fraud_demo_033,False,0.010772336775091387,0,0,0.854767027404504
cc68a28a-70f4-4136-8157-4f5685e02413,2026-08-01T02:53:13.462207+00:00,send,615.73,fraud_demo_026,fraud_demo_019,False,0.0061309790936530375,0,0,1.1595231818010623
edb5ccae-d872-46fd-86e0-e791944fd9a8,2026-08-01T03:04:13.462207+00:00,send,576.02,fraud_demo_027,fraud_demo_006,False,0.005784490812267957,0,0,0.8378046208556654
0dedf75f-efea-4f97-9e20-ec8d16ba9b17,2026-08-01T03:41:13.462207+00:00,send,448.51,fraud_demo_028,fraud_demo_014,False,0.004507801287282756,0,0,0.37117864177301085
9ed0f960-302c-4dd5-9060-331cca11e27b,2026-08-01T04:01:13.462207+00:00,send,812.25,fraud_demo_029,fraud_demo_031,False,0.008138328234583441,0,0,1.0627997199887471
cb744faa-4136-430f-a34a-eb9793568889,2026-08-01T04:12:13.462207+00:00,send,2249.36,fraud_demo_030,fraud_demo_025,False,0.022419726999536527,0,0,1.750876660400637
a41a5b36-510c-4a38-9b0e-c2155d47818d,2026-08-01T04:49:13.462207+00:00,send,509.09,fraud_demo_031,fraud_demo_038,False,0.0050739383315514565,0,0,0.5344945247619347
f1761355-a3fd-46d8-a8cf-d4bdc3e53fb4,2026-08-01T05:07:13.462207+00:00,send,1502.01,fraud_demo_032,fraud_demo_036,False,0.015089716406642043,0,0,2.9071817750723405
b2fe3c02-a700-4340-9f7b-4204eeddc20e,2026-08-01T05:24:13.462207+00:00,send,561.57,fraud_demo_033,fraud_demo_032,False,0.005626786457356931,0,0,0.6168285891598887
c8f02361-1cf0-4603-bfc4-bf748e035837,2026-08-01T06:00:13.462207+00:00,send,554.52,fraud_demo_034,fraud_demo_025,False,0.0054767575090847185,0,0,0.9468858057630736
d68b61aa-993d-4b74-99f1-02ac600e8d98,2026-08-01T06:12:13.462207+00:00,send,2300.35,fraud_demo_035,fraud_demo_011,False,0.023345395653890794,0,0,1.5258408259512666
9c3a7395-c0c6-435b-8c88-2a2525bb3cc2,2026-08-01T06:50:13.462207+00:00,send,1049.26,fraud_demo_036,fraud_demo_006,False,0.010150363247493245,0,0,2.076118679448748
c87c2b9f-cea5-47d6-accb-3406aa46faa5,2026-08-01T07:06:13.462207+00:00,send,453.32,fraud_demo_037,fraud_demo_012,False,0.00424805842401643,0,0,0.9326420606509486
1b72f1bd-3351-4c5b-8c73-a76791ba811c,2026-08-01T07:36:13.462207+00:00,send,452.94,fraud_demo_038,fraud_demo_030,False,0.004434641033852738,0,0,0.9850697578321245
ba17c128-0b9c-4971-9132-5a2defd52dea,2026-08-01T07:56:13.462207+00:00,send,3694.97,fraud_demo_039,fraud_demo_018,False,0.037101482163531,0,0,4.777195976521087
2ba3d320-b890-417a-9fe9-026029de663f,2026-08-01T08:13:13.462207+00:00,send,803.01,fraud_demo_040,fraud_demo_006,False,0.008005875820940997,0,0,0.6069660390479141
257b6a40-a0f7-4cf3-ae2b-24727408701b,2026-08-01T08:37:13.462207+00:00,send,679.00,fraud_demo_001,fraud_demo_024,False,0.00649775812990119,0,0,1.1018076785772237
2ce94c70-27d8-4ab3-8741-9257662017a1,2026-08-01T09:18:13.462207+00:00,send,308.91,fraud_demo_002,fraud_demo_003,False,0.003207014881769941,0,0,0.25204934752691216
f7a49267-b18c-4202-93f6-7a685c37953b,2026-08-01T09:35:13.462207+00:00,send,858.89,fraud_demo_003,fraud_demo_015,False,0.008827055728978999,0,0,0.8569105366603146
78b47a0a-88a2-49af-ba35-a577379c09e7,2026-08-01T09:53:13.462207+00:00,send,2269.21,fraud_demo_004,fraud_demo_012,False,0.023006975771100863,0,0,3.104254445964432
938134d7-4dbe-44b4-9af6-11e8f6b40537,2026-08-01T10:24:13.462207+00:00,send,518.07,fraud_demo_005,fraud_demo_021,False,0.005167340358237812,0,0,0.44088187153746006
ad2b6b51-197e-4ced-aec2-f8b33ccc1e98,2026-08-01T10:43:13.462207+00:00,send,1499.50,fraud_demo_006,fraud_demo_027,False,0.014090095992126461,0,0,2.4933212135992284
e87d22a9-ea9e-4b94-9472-6a59d5d33ea9,2026-08-01T11:03:13.462207+00:00,send,1171.92,fraud_demo_007,fraud_demo_008,False,0.012019737921056728,0,0,1.0099885377435731
40f3f9bc-ae3c-4b89-b0d6-b1da69756f05,2026-08-01T11:37:13.462207+00:00,send,1350.89,fraud_demo_008,fraud_demo_038,False,0.013378736930529189,0,0,1.2127787553416887
0e8cd517-5581-468e-bc10-bf3b7aba2a4d,2026-08-01T12:03:13.462207+00:00,send,406.31,fraud_demo_009,fraud_demo_025,False,0.004098449123691843,0,0,0.4830334180044304
5d2a9e0e-cb31-40ce-a614-bc2444fc0ba3,2026-08-01T12:26:13.462207+00:00,send,813.75,fraud_demo_010,fraud_demo_007,False,0.008026468259275787,0,0,1.3161228758733716
a1d8a0e2-823d-4d98-af47-bab9a4422843,2026-08-01T12:44:13.462207+00:00,send,714.33,fraud_demo_011,fraud_demo_010,False,0.00692472251864352,0,0,0.6562617709657168
092a8bf8-246c-4052-b910-66c07101256e,2026-08-01T13:18:13.462207+00:00,send,1457.17,fraud_demo_012,fraud_demo_036,False,0.014421612833084803,0,0,1.3679650022061378
9c794633-1283-4dc8-8753-acc9326c569f,2026-08-01T13:26:13.462207+00:00,send,718.94,fraud_demo_013,fraud_demo_019,False,0.0073097097823365,0,0,0.5460773838760805
166b1367-1326-436a-b3a0-59825a90802d,2026-08-01T14:02:13.462207+00:00,send,1445.51,fraud_demo_014,fraud_demo_019,False,0.014040000369087738,0,0,1.6296495328858858
18497751-ee8d-4964-afcd-5652f814a5fe,2026-08-01T14:12:13.462207+00:00,send,1061.71,fraud_demo_015,fraud_demo_038,False,0.010175772669034891,0,0,0.9184130700560541
59590748-6661-430a-891c-be3b9c3bcc76,2026-08-01T14:42:13.462207+00:00,send,1345.79,fraud_demo_016,fraud_demo_033,False,0.01308475802983576,0,0,0.9028047665154304
48177ee4-f768-4c3d-b552-e638f39e2b18,2026-08-01T15:08:13.462207+00:00,send,1374.72,fraud_demo_017,fraud_demo_024,False,0.013740951989130544,0,0,1.7288161171055612
3cdef9cd-0f15-479c-bb82-680cccea6b91,2026-08-01T15:39:13.462207+00:00,send,858.71,fraud_demo_018,fraud_demo_037,False,0.008369096746489396,0,0,2.3631835319371435
9b8ca206-ec6e-4cb7-b75f-ccd08a7682b7,2026-08-01T15:57:13.462207+00:00,send,854.27,fraud_demo_019,fraud_demo_033,False,0.008407040629584769,0,0,1.3894485166551005
00ad6803-73d6-4414-bebc-2c74acb698c2,2026-08-01T16:30:13.462207+00:00,send,796.95,fraud_demo_020,fraud_demo_015,False,0.007995097904962318,0,0,1.6596209912536444
1a0dd920-0a71-4e7e-b776-fd8168c1777b,2026-08-01T16:49:13.462207+00:00,send,850.83,fraud_demo_021,fraud_demo_025,False,0.009052070550890782,0,0,0.3911736174008193
f8c36b0e-d013-4730-b63c-212e0b802bd1,2026-08-01T17:08:13.462207+00:00,send,524.63,fraud_demo_022,fraud_demo_037,False,0.005190767097286391,0,0,0.600895679662803
40625284-3ebd-45e3-91f4-984865485eed,2026-08-01T17:30:13.462207+00:00,send,687.63,fraud_demo_023,fraud_demo_020,False,0.007034639175890531,0,0,0.463640593078059
3c5e8c3d-daac-4e5f-a701-7aeef6e3eef1,2026-08-01T17:53:13.462207+00:00,send,414.30,fraud_demo_024,fraud_demo_021,False,0.00407031476118364,0,0,0.3869913130118006
75d5895a-3d28-4e86-913b-da2a4df7d3ff,2026-08-01T18:30:13.462207+00:00,send,534.42,fraud_demo_025,fraud_demo_013,False,0.005276228459250854,0,0,0.45339781114787475
6620efe8-47f7-4173-adb8-df916a1a0003,2026-08-01T18:47:13.462207+00:00,send,1402.43,fraud_demo_026,fraud_demo_035,False,0.014050492928918088,0,0,2.507667916341334
ecfce970-a9ba-4696-bcdb-784d2283fb54,2026-08-01T19:04:13.462207+00:00,send,473.91,fraud_demo_027,fraud_demo_012,False,0.004715355825739489,0,0,0.7286849914663086
